id;name;link;bgg_rank;suggested_player;min_player;max_player;max_playtime;ratio_play;age;mecha_list;family_list;domain_list;cat_list;designer_list;awards;Image_link;weight;geek_rating;year
310873;Carnegie;https://boardgamegeek.com/boardgame/310873/carnegie;162;[2, 3, 4];1;4;120;30.0;12.0;['Action Retrieval', 'Area Movement', 'Connections', 'End Game Bonuses', 'Follow', 'Grid Movement', 'Income', 'Movement Points', 'Network and Route Building', 'Resource to Move', 'Solo / Solitaire Game', 'Square Grid', 'Tech Trees / Tech Tracks', 'Turn Order: Progressive', 'Variable Phase Order', 'Worker Placement, Different Worker Types'];['Category: Combinatorial', 'Components: Game Trayz Inside', 'Country: USA', 'Crowdfunding: Kickstarter', 'Digital Implementations: Board Game Arena', 'Digital Implementations: TableTop Simulator Mod (TTS)', 'Series: Master Print (Quined)', 'Theme: Art style – Art Nouveau'];['Strategy Games'];['Economic', 'Industry / Manufacturing'];['Xavier Georges'];5;https://cf.geekdo-images.com/0qxz9DRRhsJrIW1TJ-kz0w__original/img/PzsJsCLfGGo4IG3v43VPvH_etPw=/0x0/filters:format(jpeg)/pic5710736.jpg;3.8;7.4;2022
189932;Tyrants of the Underdark;https://boardgamegeek.com/boardgame/189932/tyrants-underdark;163;[2, 3, 4];2;4;60;15.0;14.0;['Area Majority / Influence', 'Connections', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Variable Set-up', 'Zone of Control'];['Components: Miniatures', 'Game: Tyrants of the Underdark', 'Setting: Dungeons & Dragons', 'Theme: Villainy'];['Strategy Games'];['Fantasy', 'Fighting'];['Peter Lee', 'Rodney Thompson', 'Andrew Veen'];1;https://cf.geekdo-images.com/F58jczp5xk9CYFimrytXaw__original/img/m0S3T9_YWM7VvTW1c3pl4tBiu2c=/0x0/filters:format(jpeg)/pic2801874.jpg;2.6;7.4;2016
268864;Undaunted: Normandy;https://boardgamegeek.com/boardgame/268864/undaunted-normandy;164;[2];2;2;60;30.0;14.0;['Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Open Drafting', 'Simulation'];['Country: France', 'Crowdfunding: Spieleschmiede', 'Players: Games with expansions that add solo play', 'Players: Two Player Only Games', 'Region: Normandy (France)', 'Series: Undaunted (Osprey Games)'];['Wargames'];['Wargame', 'World War II'];['Trevor Benjamin', 'David Thompson (I)'];11;https://cf.geekdo-images.com/iCd6hMGDzsQ_UXh00iKsJA__original/img/QhbQ2AMud-_H0fliiSIvc0dowOU=/0x0/filters:format(jpeg)/pic4602347.jpg;2.2;7.4;2019
188920;This War of Mine: The Board Game;https://boardgamegeek.com/boardgame/188920/war-mine-board-game;165;[2, 3, 4];1;6;120;20.0;18.0;['Action Points', 'Cooperative Game', 'Dice Rolling', 'Events', 'Grid Movement', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Simulation', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers', 'Worker Placement'];['Components: Miniatures', 'Crowdfunding: Kickstarter', 'Game: This War of Mine (Awaken Realms)', 'Players: Games with Solitaire Rules', 'Theme: Survival'];['Thematic Games'];['Adventure', 'Exploration', 'Mature / Adult', 'Modern Warfare', 'Video Game Theme'];['Michał Oracz', 'Jakub Wiśniewski'];10;https://cf.geekdo-images.com/gQOQW7p1RWHzY54Lrs-_pA__original/img/PSC8BO2njNcBJhxvi0IV5Jb5hgo=/0x0/filters:format(jpeg)/pic3315915.jpg;3.3;7.4;2017
249259;War Chest;https://boardgamegeek.com/boardgame/249259/war-chest;166;[2, 3, 4];2;4;30;7.5;14.0;['Area Majority / Influence', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Scenario / Mission / Campaign Game', 'Take That', 'Team-Based Game', 'Turn Order: Claim Action', 'Variable Player Powers'];['Digital Implementations: Board Game Arena', 'Digital Implementations: Tabletopia', 'Digital Implementations: Yucata', 'Game: War Chest', 'Misc: LongPack Games'];['Abstract Games'];['Abstract Strategy', 'Medieval', 'Wargame'];['Trevor Benjamin', 'David Thompson (I)'];2;https://cf.geekdo-images.com/BryJNSSDbCohXeaJPx3tpw__original/img/pgmg83e1lUqNo7FTLdscWNDwlPE=/0x0/filters:format(png)/pic4232048.png;2.3;7.4;2018
10630;Memoir '44;https://boardgamegeek.com/boardgame/10630/memoir-44;167;[2, 3, 4];2;8;60;7.5;8.0;['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Line of Sight', 'Modular Board', 'Movement Points', 'Scenario / Mission / Campaign Game', 'Simulation', 'Team-Based Game', 'Variable Set-up'];"['Components: Miniatures', 'Digital Implementations: Board Game Arena', ""Game: Memoir '44"", 'Series: Commands & Colors']";['Wargames'];['Miniatures', 'Wargame', 'World War II'];['Richard Borg'];6;https://cf.geekdo-images.com/2AjxTtgBtZVst8wOAk1NAA__original/img/Ro6pGYz0WFmCOP5ytZ6Z40KhoZ4=/0x0/filters:format(jpeg)/pic6974498.jpg;2.3;7.4;2004
282524;Horrified;https://boardgamegeek.com/boardgame/282524/horrified;168;[2, 3, 4];1;5;60;12.0;10.0;['Action Points', 'Cooperative Game', 'Dice Rolling', 'Pick-up and Deliver', 'Point to Point Movement', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up'];['Admin: Better Description Needed!', 'Books: Dracula', 'Books: The Invisible Man', 'Characters: Frankenstein', 'Components: Miniatures', 'Components: Standees', 'Creatures: Monsters', 'Creatures: Werewolves', 'Misc: Watch It Played How To Videos', 'Movies: Horror Movies', 'Movies: Universal Studios Monsters', 'Players: Games with Solitaire Rules', 'Theme: Retro'];['Family Games', 'Thematic Games'];['Horror', 'Miniatures', 'Movies / TV / Radio theme'];['Prospero Hall'];5;https://cf.geekdo-images.com/SoClIcwjDo_iZs0idVikDw__original/img/TEprFkOM3G_u2HnUvh05WITeXbg=/0x0/filters:format(jpeg)/pic4848330.jpg;2.1;7.4;2019
39463;Cosmic Encounter;https://boardgamegeek.com/boardgame/39463/cosmic-encounter;169;[3, 4];3;5;120;24.0;12.0;"['Alliances', 'Card Play Conflict Resolution', 'Hand Management', 'Interrupts', 'Negotiation', ""Prisoner's Dilemma"", 'Race', 'Simultaneous Action Selection', 'Take That', 'Trading', 'Variable Player Powers']";['Creatures: Aliens / Extraterrestrials', 'Digital Implementations: TableTop Simulator Mod (TTS)', 'Game: Cosmic Encounter'];['Strategy Games', 'Thematic Games'];['Bluffing', 'Negotiation', 'Science Fiction', 'Space Exploration'];['Bill Eberle', 'Jack Kittredge', 'Bill Norton', 'Peter Olotka', 'Kevin Wilson'];2;https://cf.geekdo-images.com/S8cE-Ld7XP5sVz-upKJ-Bg__original/img/c4ZrfOtpp6tDHLyMsKecc2ne370=/0x0/filters:format(jpeg)/pic1521633.jpg;2.6;7.4;2008
17133;Railways of the World;https://boardgamegeek.com/boardgame/17133/railways-world;170;[2, 3, 4];2;6;120;20.0;10.0;['Action Points', 'Connections', 'End Game Bonuses', 'Hexagon Grid', 'Income', 'Loans', 'Network and Route Building', 'Open Drafting', 'Ownership', 'Pick-up and Deliver', 'Tile Placement', 'Turn Order: Auction'];['Country: USA', 'Digital Implementations: Board Game Arena', 'Digital Implementations: Tabletopia', 'Game: Railways of the World'];['Strategy Games'];['Trains', 'Transportation', 'Video Game Theme'];['Glenn Drover', 'Martin Wallace'];4;https://cf.geekdo-images.com/Sz0wLg3TgycpzSvSMdzRJA__original/img/vi7OckGr7HWbTGOkEyxgcCUIfiU=/0x0/filters:format(jpeg)/pic3869603.jpg;3.0;7.4;2005
128882;The Resistance: Avalon;https://boardgamegeek.com/boardgame/128882/resistance-avalon;171;[];5;10;30;3.0;13.0;['Finale Ending', 'Hidden Roles', 'Roles with Asymmetric Information', 'Simultaneous Action Selection', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers', 'Voting'];['Crowdfunding: Kickstarter', 'Game: Werewolf / Mafia', 'Series: Postcard Box Games (Indie Boards and Cards)', 'Theme: King Arthur / The Knights of the Round Table / Camelot'];['Party Games'];['Bluffing', 'Card Game', 'Deduction', 'Fantasy', 'Medieval', 'Negotiation', 'Party Game', 'Spies/Secret Agents'];['Don Eskridge'];4;https://cf.geekdo-images.com/LPa6rsGcv8S0-OeNjCOAEQ__original/img/AF8HHaIad1re-eg3kd9mlm2j_ss=/0x0/filters:format(jpeg)/pic1398895.jpg;1.8;7.4;2012
155426;Castles of Mad King Ludwig;https://boardgamegeek.com/boardgame/155426/castles-mad-king-ludwig;172;[2, 3, 4];1;4;90;22.5;13.0;['Auction: Dutch', 'End Game Bonuses', 'Hidden Victory Points', 'I Cut, You Choose', 'Increase Value of Unchosen Resources', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Progressive'];['Country: Germany', 'Crowdfunding: Wspieram', 'Digital Implementations: Tabletopia', 'Game: Castles of Mad King Ludwig', 'Misc: Mensa Select', 'Players: Games with Solitaire Rules', 'Theme: Construction'];['Strategy Games'];['Post-Napoleonic', 'Puzzle'];['Ted Alspach'];20;https://cf.geekdo-images.com/jVAMlNeDMVZakxJPy-lDrQ__original/img/J4J6wVMItmWj4Yxt8JmuO1g76PE=/0x0/filters:format(jpeg)/pic7229993.jpg;2.7;7.4;2014
70149;Ora et Labora;https://boardgamegeek.com/boardgame/70149/ora-et-labora;173;[2, 3, 4];1;4;180;45.0;13.0;['Increase Value of Unchosen Resources', 'Modular Board', 'Network and Route Building', 'Worker Placement', 'Worker Placement, Different Worker Types'];['Country: France', 'Country: Ireland', 'Food & Drink: Beer', 'Food & Drink: Wine', 'Mechanism: Tableau Building', 'Players: Games with Solitaire Rules', 'Religious: Monks/Abbots & Monasteries/Abbeys', 'Series: Harvest (Uwe Rosenberg)'];['Strategy Games'];['City Building', 'Economic', 'Industry / Manufacturing', 'Medieval', 'Religious', 'Territory Building'];['Uwe Rosenberg'];11;https://cf.geekdo-images.com/MLvyN4VJ3QNXBKxli8XLiA__original/img/eDqWAa7vUdsYE6_LXVNzIdClbhw=/0x0/filters:format(jpeg)/pic5089618.jpg;3.9;7.3;2011
199561;Sagrada;https://boardgamegeek.com/boardgame/199561/sagrada;174;[2, 3, 4];1;4;45;11.25;14.0;['Contracts', 'Dice Rolling', 'End Game Bonuses', 'Grid Coverage', 'Open Drafting', 'Pattern Building', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Variable Set-up'];['Game: Sagrada', 'Mechanism: Dice Drafting', 'Theme: Art', 'Theme: Art style – Art Nouveau', 'Cities: Barcelona (Spain)', 'Crowdfunding: Kickstarter', 'Misc: Watch It Played How To Videos', 'Organizations: The Game Artisans of Canada', 'Players: Games with Solitaire Rules'];['Abstract Games', 'Family Games'];['Dice', 'Puzzle'];['Adrian Adamescu', 'Daryl Andrews'];12;https://cf.geekdo-images.com/PZt3EAAGV3dFIVuwMR0AEw__original/img/5ug9EeKlH_ucJEUXaFpTZbBJ1GY=/0x0/filters:format(jpeg)/pic3525224.jpg;1.9;7.3;2017
209418;Dominion (Second Edition);https://boardgamegeek.com/boardgame/209418/dominion-second-edition;175;[2, 3, 4];2;4;30;7.5;14.0;['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting', 'Variable Set-up'];['Game: Dominion', 'Misc: Mensa Select'];['Strategy Games'];['Card Game', 'Medieval'];['Donald X. Vaccarino'];0;https://cf.geekdo-images.com/4dmyKfqQm_uxA1-chh4JeQ__original/img/5UxDHPldIiCb0uovIwzngR-jx5M=/0x0/filters:format(jpeg)/pic3187001.jpg;2.2;7.3;2016
150376;Dead of Winter: A Crossroads Game;https://boardgamegeek.com/boardgame/150376/dead-winter-crossroads-game;176;[2, 3, 4];2;5;120;24.0;13.0;['Action Points', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Semi-Cooperative Game', 'Storytelling', 'Trading', 'Traitor Game', 'Variable Player Powers', 'Voting'];['Components: Dynamic Event Boards', 'Components: Standees', 'Creatures: Zombies', 'Misc: Watch It Played How To Videos', 'Series: Crossroads (Plaid Hat Games)', 'Setting: Dead of Winter', 'Theme: Post-Apocalyptic'];['Thematic Games'];['Bluffing', 'Deduction', 'Horror', 'Zombies'];['Jonathan Gilmour', 'Isaac Vega'];17;https://cf.geekdo-images.com/g4mV4BH-ZrhMUVgil-yV1A__original/img/NjrnSg1aeia8I4eETDU3I1Br7a8=/0x0/filters:format(jpeg)/pic3016500.jpg;3.0;7.3;2014
366013;Heat: Pedal to the Metal;https://boardgamegeek.com/boardgame/366013/heat-pedal-metal;177;[2, 3, 4];1;6;60;10.0;10.0;['Hand Management', 'Race', 'Simultaneous Action Selection', 'Track Movement', 'Variable Set-up'];['Players: Games with Solitaire Rules'];['Family Games'];['Racing'];['Asger Harding Granerud', 'Daniel Skjold Pedersen'];1;https://cf.geekdo-images.com/-vOrd4bOspibyohYExLqWg__original/img/iXU8a9WaVlwrkiEiOxWN06y9y5g=/0x0/filters:format(png)/pic6940449.png;2.2;7.3;2022
103343;A Game of Thrones: The Board Game (Second Edition);https://boardgamegeek.com/boardgame/103343/game-thrones-board-game-second-edition;178;[3, 4];3;6;240;40.0;14.0;"['Advantage Token', 'Alliances', 'Area Movement', 'Auction/Bidding', 'Auction: Sealed Bid', 'Card Play Conflict Resolution', 'Events', 'Hand Management', 'Income', 'Negotiation', 'Order Counters', ""Prisoner's Dilemma"", 'Simultaneous Action Selection', 'Variable Player Powers']";['Books: A Song of Ice and Fire', 'Components: Map (Continental / National scale)', 'Digital Implementation: Google Play', 'Digital Implementations: Steam', 'Game: A Game of Thrones – The Board Game'];['Strategy Games'];['Bluffing', 'Fantasy', 'Negotiation', 'Novel-based', 'Political', 'Wargame'];['Christian T. Petersen'];2;https://cf.geekdo-images.com/M_7UvwZvuxBVjxdadsa5AA__original/img/3tv6H7jX5T9rqwuI84YZKZDBGcw=/0x0/filters:format(jpeg)/pic1077906.jpg;3.7;7.3;2011
25021;Sekigahara: The Unification of Japan;https://boardgamegeek.com/boardgame/25021/sekigahara-unification-japan;179;[2];2;2;180;90.0;14.0;['Action Points', 'Card Play Conflict Resolution', 'Force Commitment', 'Hand Management', 'Point to Point Movement', 'Secret Unit Deployment', 'Turn Order: Auction', 'Variable Set-up'];['Components: Block Wargames', 'Components: Map (Continental / National scale)', 'Components: Multi-Use Cards', 'Country: Japan', 'Digital Implementations: Yucata', 'History: Sengoku Period', 'Players: Two Player Only Games'];['Wargames'];['Civil War', 'Pike and Shot', 'Wargame'];['Matt Calkins'];6;https://cf.geekdo-images.com/eMJAona-uXwh6t2AcugGEg__original/img/4LuFgxwxB8OcjoGBWg6_IxFkZ0s=/0x0/filters:format(jpeg)/pic1063508.jpg;2.8;7.3;2011
329082;Radlands;https://boardgamegeek.com/boardgame/329082/radlands;180;[2];2;2;40;20.0;14.0;['Action Points', 'Action Queue', 'Hand Management', 'Take That', 'Variable Player Powers'];['Category: Two players fighting games', 'Crowdfunding: Kickstarter', 'Crowdfunding: Spieleschmiede', 'Misc: Eastar Game Manufacturing', 'Theme: Post-Apocalyptic'];['Strategy Games'];['Card Game', 'Fighting', 'Science Fiction'];['Daniel Piechnick'];5;https://cf.geekdo-images.com/YpQUtpxNtDHBF5eVcwzBtQ__original/img/br-kw0KuyBfH1mrxZ0kgVrF9UMc=/0x0/filters:format(png)/pic6478338.png;2.2;7.3;2021
304783;Hadrian's Wall;https://boardgamegeek.com/boardgame/304783/hadrians-wall;181;[2, 3, 4];1;6;60;10.0;12.0;['Hand Management', 'Paper-and-Pencil', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks'];['History: Roman Empire', 'Mechanism: Flip-and-Write', 'Players: Games with Solitaire Rules', 'Series: Ancient Anthology (Garphill Games)'];['Strategy Games'];['Ancient', 'City Building'];['Bobby Hill'];4;https://cf.geekdo-images.com/4XzRDw3VrgNpNfZlzZl66w__original/img/SfU1sNqUtpcvhcdzspDb5M9uSQQ=/0x0/filters:format(png)/pic5608818.png;3.1;7.3;2021
31627;Ticket to Ride: Nordic Countries;https://boardgamegeek.com/boardgame/31627/ticket-ride-nordic-countries;182;[2, 3];2;3;60;20.0;8.0;['Hand Management', 'Network and Route Building', 'Open Drafting', 'Push Your Luck', 'Set Collection'];['Cities: Copenhagen (Denmark)', 'Cities: Stockholm (Sweden)', 'Components: Map (Continental / National scale)', 'Country: Denmark', 'Country: Estonia', 'Country: Finland', 'Country: Norway', 'Country: Sweden', 'Game: Ticket to Ride (Official)'];['Family Games'];['Trains'];['Alan R. Moon'];0;https://cf.geekdo-images.com/uiLW4kCvt86Tz2woZmIN5g__original/img/mNjF0jOzzkKDLTRUo8WxOfZP28s=/0x0/filters:format(jpeg)/pic369616.jpg;2.0;7.3;2007
123260;Suburbia;https://boardgamegeek.com/boardgame/123260/suburbia;183;[2, 3, 4];1;4;90;22.5;8.0;['Auction: Dutch', 'Catch the Leader', 'End Game Bonuses', 'Hexagon Grid', 'Open Drafting', 'Set Collection', 'Tile Placement'];['Components: Game Trayz Inside', 'Digital Implementations: Tabletopia', 'Game: Suburbia', 'Mechanism: Tableau Building', 'Misc: Mensa Select', 'Players: Games with Solitaire Rules', 'Theme: City'];['Strategy Games'];['City Building', 'Economic'];['Ted Alspach'];5;https://cf.geekdo-images.com/1YcHesB7LRvCF8i9vgH7qw__original/img/BVcGhHh0nedwcBBzu_ku-yh8LWY=/0x0/filters:format(png)/pic6009608.png;2.8;7.3;2012
14105;Commands & Colors: Ancients;https://boardgamegeek.com/boardgame/14105/commands-colors-ancients;184;[2];2;2;60;30.0;12.0;['Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Simulation'];['Ancient: Rome', 'Country: Greece', 'Game: Commands & Colors Ancients', 'History: Punic Wars', 'History: Sicilian Wars', 'Players: Two Player Only Games', 'Players: Wargames with Rules Supporting Only Two Players', 'Series: Commands & Colors'];['Wargames'];['Ancient', 'Wargame'];['Richard Borg'];6;https://cf.geekdo-images.com/qcASDsV-0eNBVipfPhxs7A__original/img/tyaZlnMJNbjwjRVcrbXpJBjrLRw=/0x0/filters:format(jpeg)/pic132447.jpg;2.7;7.3;2006
294484;Unmatched: Cobble & Fog;https://boardgamegeek.com/boardgame/294484/unmatched-cobble-fog;185;[2, 3, 4];2;4;40;10.0;9.0;['Action Points', 'Card Play Conflict Resolution', 'Hand Management', 'Point to Point Movement', 'Team-Based Game', 'Variable Player Powers'];['Books: Dr. Jekyll and Mr. Hyde', 'Books: Dracula', 'Books: Sherlock Holmes', 'Books: The Invisible Man', 'Category: Two players fighting games', 'Components: Miniatures', 'Components: Multi-Use Cards', 'Game: Unmatched'];['Strategy Games'];['Card Game', 'Fantasy', 'Fighting', 'Horror', 'Miniatures', 'Novel-based'];['Rob Daviau', 'Justin D. Jacobson', 'Chris Leder', 'Kevin Rodgers'];3;https://cf.geekdo-images.com/iyIO6udRfIn0xM1rIxyO2g__original/img/PZBFIDjPGZddto7n5F5gP_2slUA=/0x0/filters:format(jpeg)/pic5056685.jpg;2.0;7.3;2020
221194;Dinosaur Island;https://boardgamegeek.com/boardgame/221194/dinosaur-island;186;[2, 3, 4];1;4;120;30.0;8.0;['Action Points', 'Dice Rolling', 'Income', 'Set Collection', 'Tile Placement', 'Worker Placement'];['Admin: Better Description Needed!', 'Animals: Dinosaurs', 'Components: Meeples (Dinosaur) / Dinomeeples', 'Crowdfunding: Kickstarter', 'Game: Dinosaur Island/Dinosaur World', 'Players: Games with Solitaire Rules', 'Theme: Amusement Parks / Theme Parks', 'Theme: Mad Science / Mad Scientist'];['Strategy Games'];['Animals', 'Economic', 'Science Fiction'];['Jonathan Gilmour', 'Brian Lewis'];8;https://cf.geekdo-images.com/hLJv1A1TwrMrLLIJhVpKVA__original/img/LXqkRZSyg3hRMJlUMm2m83gmi_s=/0x0/filters:format(png)/pic3429338.png;3.0;7.3;2017
171131;Captain Sonar;https://boardgamegeek.com/boardgame/171131/captain-sonar;187;[2, 3, 4];2;8;60;7.5;14.0;['Grid Movement', 'Hidden Movement', 'Line Drawing', 'Real-Time', 'Role Playing', 'Secret Unit Deployment', 'Simulation', 'Team-Based Game'];['Components: Dry Erase Markers / Dry Erase Surfaces', 'Game: Captain Sonar', 'Mechanism: Hidden Movement', 'Theme: Submarines'];['Party Games', 'Thematic Games'];['Deduction', 'Fighting', 'Nautical', 'Real-time'];['Roberto Fraga', 'Yohan Lemonnier'];13;https://cf.geekdo-images.com/Dpu5nFJu4UUJ4Y50WyKueg__original/img/feQTYcCwgIg4LneCYIoaWz12Z24=/0x0/filters:format(jpeg)/pic7069368.jpg;2.2;7.3;2016
104006;Village;https://boardgamegeek.com/boardgame/104006/village;188;[2, 3, 4];2;4;90;22.5;12.0;['Area Majority / Influence', 'Contracts', 'Set Collection', 'Turn Order: Claim Action', 'Worker Placement', 'Worker Placement, Different Worker Types'];['Digital Implementations: Tabletopia', 'Game: Village'];['Strategy Games'];['Economic', 'Farming', 'Medieval'];['Inka Brand', 'Markus Brand'];23;https://cf.geekdo-images.com/5FBIAvZi3Sw8dvmfwwJTjg__original/img/HZYRVZoUtl7COYnS0NvXNSuaf80=/0x0/filters:format(jpeg)/pic2760568.jpg;3.1;7.3;2011
242302;Space Base;https://boardgamegeek.com/boardgame/242302/space-base;189;[2, 3, 4];2;5;60;12.0;14.0;['Dice Rolling', 'Open Drafting', 'Random Production'];['Digital Implementations: Board Game Arena', 'Game: Space Base', 'Mechanism: Tableau Building'];['Family Games'];['Dice', 'Science Fiction', 'Space Exploration'];['John D. Clair'];5;https://cf.geekdo-images.com/MHhQxXVjiaa6C-04nGiIWw__original/img/QyWen0FVOKD_4wf7Na7fdsMTjis=/0x0/filters:format(jpeg)/pic6640638.jpg;2.1;7.3;2018
12;Ra;https://boardgamegeek.com/boardgame/12/ra;190;[2, 3, 4];2;5;60;12.0;12.0;['Auction/Bidding', 'Auction: Once Around', 'Closed Economy Auction', 'Constrained Bidding', 'Push Your Luck', 'Set Collection'];['Country: Egypt', 'Crowdfunding: Gamefound', 'Digital Implementations: Triqqy', 'Game: Ra', 'Misc: LongPack Games', 'Mythology: Egyptian', 'Series: Alea Big Box', 'Series: Book Box (DiceTree)', 'Series: Euro Classics (Reiner Knizia)'];['Strategy Games'];['Ancient', 'Mythology'];['Reiner Knizia'];3;https://cf.geekdo-images.com/k7lG683LBZdvFyS-FH-MpA__original/img/hEqkeRnhyNLxeryIIdOnAHdItfo=/0x0/filters:format(png)/pic6746812.png;2.3;7.3;1999
195421;Near and Far;https://boardgamegeek.com/boardgame/195421/near-and-far;191;[2, 3, 4];2;4;120;30.0;13.0;['Dice Rolling', 'Narrative Choice / Paragraph', 'Network and Route Building', 'Open Drafting', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Storytelling', 'Variable Player Powers', 'Worker Placement'];['Category: Sandbox Without Win Condition', 'Components: Book as Board', 'Crowdfunding: Kickstarter', 'Digital Implementations: Tabletopia', 'Mechanism: Campaign Games', 'Misc: Forteller Audio Narration', 'Setting: World of Arzium'];['Thematic Games'];['Adventure', 'Exploration'];['Ryan Laukat'];6;https://cf.geekdo-images.com/lm8OOgJupqd3Q-fZ3DsQhw__original/img/hTV2P_-UPntaLbQB3Dl17LYz42A=/0x0/filters:format(jpeg)/pic3605785.jpg;2.9;7.3;2017
283155;Calico;https://boardgamegeek.com/boardgame/283155/calico;192;[2, 3, 4];1;4;45;11.25;10.0;['Enclosure', 'End Game Bonuses', 'Hexagon Grid', 'Open Drafting', 'Pattern Building', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Solo / Solitaire Game', 'Tile Placement'];['Animals: Cats', 'Crowdfunding: Kickstarter', 'Digital Implementations: Tabletopia', 'Players: Games with Solitaire Rules', 'Theme: Sewing / Knitting / Cloth-Making'];['Abstract Games', 'Family Games'];['Animals', 'Puzzle'];['Kevin Russ'];11;https://cf.geekdo-images.com/t8bTlZmxz6PiskMSjcBHcw__original/img/fDRiccme7OA8fWdl8FVCokv5eko=/0x0/filters:format(jpeg)/pic4815033.jpg;2.2;7.3;2020
21050;Combat Commander: Europe;https://boardgamegeek.com/boardgame/21050/combat-commander-europe;193;[2];2;2;180;90.0;12.0;['Advantage Token', 'Campaign / Battle Card Driven', 'Grid Movement', 'Hexagon Grid', 'Line of Sight', 'Simulation', 'Variable Phase Order'];['Players: Two Player Only Games', 'Players: Wargames with Rules Supporting Only Two Players', 'Series: Combat Commander'];['Wargames'];['Wargame', 'World War II'];['Chad Jensen'];8;https://cf.geekdo-images.com/uKaL10FK-u9wfYyK6MQaNg__original/img/_UDsTX8nCwdsynpoVtzHJHc8h6c=/0x0/filters:format(jpeg)/pic992459.jpg;3.3;7.3;2006
126042;Nations;https://boardgamegeek.com/boardgame/126042/nations;194;[2, 3, 4];1;5;200;40.0;14.0;['Events', 'Open Drafting', 'Turn Order: Pass Order', 'Variable Player Powers'];['Digital Implementations: MaBiWeb', 'Game: Nations', 'Historical Figures: Various', 'Mechanism: Tableau Building', 'Players: Games with Solitaire Rules'];['Strategy Games'];['Card Game', 'Civilization', 'Economic'];['Rustan Håkansson', 'Nina Håkansson', 'Einar Rosén', 'Robert Rosén'];12;https://cf.geekdo-images.com/-hn7gA50ci0n7j9u_-jHhA__original/img/1RkLWWHzepOqacKarc1176UofVs=/0x0/filters:format(png)/pic1591406.png;3.5;7.3;2013
188;Go;https://boardgamegeek.com/boardgame/188/go;195;[2];2;2;180;90.0;8.0;['Enclosure', 'Square Grid'];['Category: Combinatorial', 'Components: 17 x 17 Grids', 'Components: 19 x 19 Grids', 'Components: 2 x 2 Grids', 'Components: 9 x 9 Grids', 'Components: Rocks/Stones', 'Components: Wooden pieces & boards', 'Digital Implementations: Board Game Arena', 'Digital Implementations: Tabletopia', 'Digital Implementations: Triqqy', 'Players: Two Player Only Games', 'Series: 3M Bookshelf Series', 'Series: Traveller (Ravensburger)', 'Traditional Games: Go'];['Abstract Games'];['Abstract Strategy'];['(Uncredited)'];0;https://cf.geekdo-images.com/6qAiZwWxSSKP2kFcA80cZg__original/img/oClfNpLGqRwyqeq54Na_VoVAA3o=/0x0/filters:format(jpeg)/pic1728832.jpg;3.9;7.3;-2200
148228;Splendor;https://boardgamegeek.com/boardgame/148228/splendor;196;[2, 3, 4];2;4;30;7.5;10.0;['Contracts', 'Open Drafting', 'Race', 'Set Collection'];['Category: Dized Tutorial', 'Digital Implementations: Board Game Arena', 'Game: Splendor', 'Mechanism: Tableau Building', 'Misc: Watch It Played How To Videos'];['Family Games'];['Card Game', 'Economic', 'Renaissance'];['Marc André'];35;https://cf.geekdo-images.com/rwOMxx4q5yuElIvo-1-OFw__original/img/Y2tUGY2nPTGd_epJYKQXPkQD8AM=/0x0/filters:format(jpeg)/pic1904079.jpg;1.8;7.3;2014
